,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
cameron-wilbon-1,cameron-wilbon-1,Cameron Wilbon,6-5,200lb,Guard,2018-19,robert-morris,400,53,6.6,.446,.483,.506,.077,21,15,30,17.2,-0.2,32,7,9,0.5
chris-coalmon-1,chris-coalmon-1,Chris Coalmon,6-6,185lb,Forward,2018-19,robert-morris,308,53,12.6,.622,.786,.655,.563,15,19,22,12.1,0.4,38,9,0,0.4
dante-treacy-1,dante-treacy-1,Dante Treacy,6-0,170lb,Guard,2018-19,robert-morris,455,33,4.7,.424,.609,.486,.333,6,49,44,12.7,-0.3,27,12,3,0.5
sayveon-mcewen-1,sayveon-mcewen-1,Sayveon McEwen,6-0,185lb,Guard,2018-19,robert-morris,196,7,7.2,.381,.714,.515,.233,0,4,8,20.1,0.0,7,9,0,0.2
david-cole-2,david-cole-2,David Cole,6-7,240lb,Forward,2018-19,robert-morris,5,0,25.2,,.750,,,0,0,0,19.3,0.0,0,0,0,0.0
eugene-omoruyi-1,eugene-omoruyi-1,Eugene Omoruyi,6-7,234lb,Forward,2018-19,rutgers,817,201,19.0,.445,.714,.467,.311,64,68,69,27.0,1.4,137,20,7,1.2
geo-baker-1,geo-baker-1,Geo Baker,6-4,180lb,Guard,2018-19,rutgers,1055,96,12.6,.354,.741,.367,.341,6,126,92,23.2,0.3,90,51,16,1.5
montez-mathis-1,montez-mathis-1,Montez Mathis,6-4,200lb,Guard,2018-19,rutgers,710,90,10.4,.376,.556,.426,.239,21,34,40,23.8,0.0,69,22,6,0.9
ron-harperjr-1,ron-harperjr-1,Ron Harper Jr.,6-6,230lb,Guard-Forward,2018-19,rutgers,690,97,13.5,.413,.679,.552,.278,16,35,27,19.0,0.9,81,18,16,0.9
peter-kiss-1,peter-kiss-1,Peter Kiss,6-5,200lb,Guard,2018-19,rutgers,543,66,10.4,.384,.581,.487,.302,19,26,28,19.6,0.3,47,12,3,0.6
caleb-mcconnell-1,caleb-mcconnell-1,Caleb McConnell,6-6,190lb,Guard,2018-19,rutgers,481,79,15.3,.415,.792,.459,.357,16,32,37,19.8,0.5,63,26,4,0.8
myles-johnson-1,myles-johnson-1,Myles Johnson,6-10,255lb,Center,2018-19,rutgers,546,178,19.0,.555,.405,.555,,79,34,35,15.8,0.7,99,23,23,1.1
shaq-carter-1,shaq-carter-1,Shaq Carter,6-9,245lb,Forward,2018-19,rutgers,392,101,16.6,.576,.711,.571,1.000,42,12,24,16.0,0.7,59,3,6,0.5
shaquille-doorson-1,shaquille-doorson-1,Shaquille Doorson,7-0,275lb,Center,2018-19,rutgers,551,134,14.7,.625,.349,.625,,62,8,22,11.0,0.6,72,10,32,0.8
issa-thiam-1,issa-thiam-1,Issa Thiam,6-10,190lb,Guard-Forward,2018-19,rutgers,424,58,9.0,.316,.667,.286,.333,15,15,17,14.4,0.1,43,16,8,0.6
mamadou-doucoure-1,mamadou-doucoure-1,Mamadou Doucoure,6-9,243lb,Forward,2018-19,rutgers,32,10,0.9,.125,,.125,,3,0,1,13.9,-0.1,7,0,3,0.1
joey-downes-1,joey-downes-1,Joey Downes,5-11,170lb,Guard,2018-19,rutgers,9,3,3.7,.000,,.000,,1,0,0,5.5,0.0,2,0,0,0.0
marcus-graves-1,marcus-graves-1,Marcus Graves,6-0,188lb,Guard,2018-19,sacramento-state,1077,147,20.6,.422,.792,.437,.388,28,167,96,27.8,2.2,119,61,2,1.7
joshua-patton-1,joshua-patton-1,Joshua Patton,6-8,225lb,Center-Forward,2018-19,sacramento-state,896,198,21.8,.609,.608,.609,,66,24,59,21.7,2.1,132,23,51,1.5
ethan-esposito-1,ethan-esposito-1,Ethan Esposito,6-7,220lb,Forward,2018-19,sacramento-state,513,129,19.4,.482,.755,.497,.250,53,13,45,28.3,1.0,76,10,10,0.7
izayah-mauriohooho-leafa-1,izayah-mauriohooho-leafa-1,Izayah Mauriohooho-Le'afa,6-2,200lb,Guard,2018-19,sacramento-state,938,90,9.4,.338,.667,.408,.298,12,78,53,18.8,0.0,78,44,3,1.3
bryce-fowler-1,bryce-fowler-1,Bryce Fowler,6-6,195lb,Guard-Forward,2018-19,sacramento-state,882,122,11.8,.419,.628,.449,.348,19,88,58,17.9,0.3,103,34,9,1.3
osi-nwachukwu-1,osi-nwachukwu-1,Osi Nwachukwu,6-5,195lb,Forward-Guard,2018-19,sacramento-state,708,112,12.2,.463,.667,.535,.152,37,33,38,16.2,0.3,75,33,12,1.1
chibueze-jacobs-1,chibueze-jacobs-1,Chibueze Jacobs,6-4,195lb,Forward,2018-19,sacramento-state,421,88,13.6,.447,.674,.478,.370,29,6,16,15.6,0.5,59,12,12,0.7
calvin-martin-1,calvin-martin-1,Calvin Martin,6-6,235lb,Center-Forward,2018-19,sacramento-state,308,46,5.2,.513,.643,.513,,19,6,23,11.2,-0.1,27,10,3,0.4
james-bridges-1,james-bridges-1,James Bridges,6-5,210lb,Forward,2018-19,sacramento-state,326,28,6.4,.357,.714,.571,.314,6,6,4,7.6,0.2,22,6,2,0.3
jordan-tolbert-2,jordan-tolbert-2,Jordan Tolbert,5-9,150lb,Guard,2018-19,sacramento-state,64,5,30.0,.517,.500,.500,.524,3,7,4,27.4,0.3,2,5,0,0.1
kevin-hicks-3,kevin-hicks-3,Kevin Hicks,5-11,168lb,Guard,2018-19,sacramento-state,42,3,12.5,.364,1.000,.000,.400,0,0,1,17.2,0.1,3,0,0,0.0
grant-greabel-1,grant-greabel-1,Grant Greabel,6-3,180lb,Guard,2018-19,sacramento-state,44,10,15.0,.417,.333,1.000,.222,1,3,0,15.3,0.1,9,1,0,0.1
jamion-wright-1,jamion-wright-1,Jamion Wright,5-11,160lb,Guard,2018-19,sacramento-state,17,2,3.8,.500,.000,.000,.667,0,0,1,16.2,0.0,2,0,0,0.0
elijah-mccullough-1,elijah-mccullough-1,Elijah McCullough,6-3,170lb,Guard,2018-19,sacramento-state,14,2,-5.3,.000,,,.000,0,0,1,7.2,0.0,2,0,0,0.0
sean-hoehn-1,sean-hoehn-1,Sean Hoehn,6-2,195lb,Guard,2018-19,sacred-heart,1011,105,20.0,.474,.847,.522,.406,15,82,99,26.2,2.6,90,48,4,0.9
ej-anosike-1,ej-anosike-1,E.J. Anosike,6-8,245lb,Forward,2018-19,sacred-heart,928,258,22.6,.518,.759,.552,.358,105,29,48,21.7,3.1,153,19,15,0.8
koreem-ozier-1,koreem-ozier-1,Koreem Ozier,6-1,175lb,Guard,2018-19,sacred-heart,653,107,13.2,.378,.747,.411,.338,16,35,46,26.7,0.6,91,18,1,0.5
jarel-spellman-1,jarel-spellman-1,Jarel Spellman,6-10,205lb,Forward,2018-19,sacred-heart,820,236,18.2,.516,.525,.542,.273,71,11,38,16.6,1.0,165,13,96,1.3
aaron-clarke-1,aaron-clarke-1,Aaron Clarke,6-0,185lb,Guard,2018-19,sacred-heart,689,51,11.2,.400,.857,.487,.306,4,59,38,20.0,1.0,47,8,0,0.2
kinnon-larose-1,kinnon-larose-1,Kinnon LaRose,6-3,185lb,Guard,2018-19,sacred-heart,726,141,16.5,.497,.750,.671,.378,46,21,18,14.5,1.9,95,18,8,0.6
cameron-parker-1,cameron-parker-1,Cameron Parker,6-2,170lb,Guard,2018-19,sacred-heart,886,114,11.1,.417,.695,.444,.370,11,213,119,15.4,0.3,103,26,2,0.6
zach-radz-1,zach-radz-1,Zach Radz,6-2,185lb,Guard,2018-19,sacred-heart,438,58,10.6,.466,.719,.565,.327,10,20,28,17.3,0.4,48,7,0,0.2
zach-pfaffenberger-1,zach-pfaffenberger-1,Zach Pfaffenberger,6-7,215lb,Forward,2018-19,sacred-heart,246,47,9.3,.439,.688,.439,,15,1,12,16.4,0.1,32,12,6,0.3
alex-watson-2,alex-watson-2,Alex Watson,6-3,170lb,Guard,2018-19,sacred-heart,23,3,5.8,.400,,.333,.500,0,0,0,10.2,0.0,3,0,0,0.0
myles-cephas-1,myles-cephas-1,Myles Cephas,6-7,215lb,Forward,2018-19,sacred-heart,4,2,44.9,.500,,.500,,1,0,0,23.5,0.0,1,1,1,0.0
keith-braxton-1,keith-braxton-1,Keith Braxton,6-4,208lb,Guard,2018-19,saint-francis-pa,1129,322,23.4,.457,.769,.509,.339,56,124,82,23.5,3.1,266,49,11,1.4
jamaal-king-1,jamaal-king-1,Jamaal King,5-10,170lb,Guard,2018-19,saint-francis-pa,1058,75,18.3,.437,.752,.478,.365,10,134,88,25.1,2.3,65,51,1,0.6
isaiah-blackmon-1,isaiah-blackmon-1,Isaiah Blackmon,6-1,170lb,Guard,2018-19,saint-francis-pa,928,153,17.2,.406,.726,.432,.380,61,30,40,20.7,2.1,92,34,11,0.6
andre-wolford-1,andre-wolford-1,Andre Wolford,6-2,175lb,Guard,2018-19,saint-francis-pa,756,75,11.9,.358,.860,.351,.360,13,13,27,17.8,1.1,62,21,8,0.4
mark-flagg-1,mark-flagg-1,Mark Flagg,6-9,195lb,Forward,2018-19,saint-francis-pa,541,154,20.5,.513,.598,.524,.286,74,15,32,20.1,1.2,80,14,34,0.6
myles-thompson-1,myles-thompson-1,Myles Thompson,6-6,230lb,Forward,2018-19,saint-francis-pa,498,112,13.6,.421,.654,.505,.245,40,13,27,20.7,0.6,72,9,6,0.3
luidgy-laporal-1,luidgy-laporal-1,Luidgy Laporal,6-9,240lb,Center,2018-19,saint-francis-pa,475,111,10.6,.473,.605,.473,,56,7,37,18.7,0.2,55,5,6,0.2
randall-gaskinsjr-1,randall-gaskinsjr-1,Randall Gaskins Jr.,6-3,180lb,Guard,2018-19,saint-francis-pa,688,51,8.7,.453,.630,.467,.429,13,43,26,10.8,0.7,38,18,7,0.3
deivydas-kuzavas-1,deivydas-kuzavas-1,Deivydas Kuzavas,6-10,210lb,Forward-Center,2018-19,saint-francis-pa,225,53,14.9,.647,.294,.647,,26,5,12,15.1,0.4,27,1,8,0.1
ramiir-dixon-conover-1,ramiir-dixon-conover-1,Ramiir Dixon-Conover,6-3,185lb,Guard,2018-19,saint-francis-pa,206,18,6.4,.295,.857,.314,.222,4,27,22,16.0,-0.3,14,17,2,0.2
precious-ikediashi-1,precious-ikediashi-1,Precious Ikediashi,6-8,215lb,Forward,2018-19,saint-francis-pa,28,11,16.1,.500,.333,.500,,7,0,3,24.6,0.0,4,1,0,0.0
jordan-forehand-1,jordan-forehand-1,Jordan Forehand,6-0,180lb,Guard,2018-19,saint-francis-pa,15,1,9.1,.400,,.500,.333,1,1,1,19.1,0.0,0,0,0,0.0
dan-henry-2,dan-henry-2,Dan Henry,5-11,160lb,Guard,2018-19,saint-francis-pa,15,3,0.4,.333,.667,.333,,1,0,2,20.4,0.0,2,0,0,0.0
aj-labriola-1,aj-labriola-1,A.J. Labriola,6-2,175lb,Guard,2018-19,saint-francis-pa,26,1,-6.4,.100,.500,.250,.000,0,1,0,20.1,-0.1,1,1,0,0.0
michael-klebon-1,michael-klebon-1,Michael Klebon,6-2,175lb,Guard,2018-19,saint-francis-pa,9,1,-9.9,.000,,,.000,0,0,0,10.6,0.0,1,0,0,0.0
charlie-brown-2,charlie-brown-2,Charlie Brown,6-7,197lb,Forward,2018-19,saint-josephs,1139,197,21.9,.430,.845,.473,.356,66,48,59,28.0,2.8,131,34,25,1.0
jared-bynum-1,jared-bynum-1,Jared Bynum,5-10,172lb,Guard,2018-19,saint-josephs,1208,120,14.5,.416,.690,.453,.343,15,147,63,18.4,1.6,105,44,5,0.9
lamarr-kimble-1,lamarr-kimble-1,Lamarr Kimble,6-0,185lb,Guard,2018-19,saint-josephs,816,82,16.0,.397,.777,.490,.292,18,65,49,25.2,1.1,64,24,2,0.5
chris-clover-1,chris-clover-1,Chris Clover,6-3,217lb,Guard,2018-19,saint-josephs,806,107,13.0,.430,.753,.493,.333,21,27,30,18.7,1.0,86,20,3,0.6
taylor-funk-1,taylor-funk-1,Taylor Funk,6-9,232lb,Forward,2018-19,saint-josephs,903,180,12.6,.375,.731,.505,.305,36,44,34,18.4,0.6,144,20,15,0.9
lorenzo-edwards-1,lorenzo-edwards-1,Lorenzo Edwards,6-7,218lb,Forward,2018-19,saint-josephs,506,102,14.4,.394,.828,.508,.308,21,17,16,17.2,0.6,81,12,25,0.6
anthony-longpr-1,anthony-longpr-1,Anthony Longpre,6-10,246lb,Forward,2018-19,saint-josephs,463,97,8.8,.329,.786,.289,.368,11,16,14,11.6,0.2,86,7,8,0.4
troy-holston-1,troy-holston-1,Troy Holston,6-4,200lb,Guard,2018-19,saint-josephs,236,21,8.6,.354,.571,.455,.317,5,4,9,20.8,0.0,16,6,3,0.2
markell-lodge-1,markell-lodge-1,Markell Lodge,6-7,217lb,Forward,2018-19,saint-josephs,285,60,15.4,.636,.500,.636,,16,4,2,7.8,0.5,44,9,21,0.4
pierfrancesco-oliva-1,pierfrancesco-oliva-1,Pierfrancesco Oliva,6-8,216lb,Forward,2018-19,saint-josephs,248,73,10.9,.372,.500,.469,.091,14,24,19,16.0,-0.1,59,9,3,0.3
toliver-freeman-1,toliver-freeman-1,Toliver Freeman,6-3,216lb,Guard,2018-19,saint-josephs,9,0,40.9,.600,.667,.667,.500,0,0,0,37.2,0.1,0,0,0,0.0
mike-muggeo-1,mike-muggeo-1,Mike Muggeo,6-3,203lb,Guard,2018-19,saint-josephs,5,2,33.0,,,,,1,1,0,0.0,0.0,1,1,0,0.0
greg-smith-16,greg-smith-16,Greg Smith,6-0,183lb,Guard,2018-19,saint-josephs,1,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
javon-bess-1,javon-bess-1,Javon Bess,6-6,220lb,Guard-Forward,2018-19,saint-louis,1323,244,18.1,.394,.790,.453,.325,40,64,45,21.2,3.1,204,50,8,2.6
tramaine-isabell-1,tramaine-isabell-1,Tramaine Isabell,6-1,180lb,Guard,2018-19,saint-louis,1139,143,15.8,.411,.710,.472,.325,37,127,104,24.8,1.4,106,41,3,1.9
jordan-goodwin-1,jordan-goodwin-1,Jordan Goodwin,6-3,210lb,Guard,2018-19,saint-louis,1230,270,16.2,.403,.511,.456,.263,127,123,88,20.3,1.0,143,66,11,2.5
hasahn-french-1,hasahn-french-1,Hasahn French,6-7,235lb,Forward,2018-19,saint-louis,1101,302,16.0,.492,.349,.492,,101,54,75,19.3,0.3,201,35,64,2.6
dj-foreman-1,dj-foreman-1,D.J. Foreman,6-8,240lb,Forward,2018-19,saint-louis,764,156,10.7,.497,.542,.500,.000,59,24,61,17.7,0.2,97,11,18,1.3
fred-thatchjr-1,fred-thatchjr-1,Fred Thatch Jr,6-3,210lb,Guard,2018-19,saint-louis,698,96,9.6,.359,.611,.440,.269,42,30,29,14.0,0.4,54,28,12,1.3
dion-wiley-1,dion-wiley-1,Dion Wiley,6-4,210lb,Guard,2018-19,saint-louis,402,23,6.8,.314,.609,.412,.298,3,13,12,17.8,0.3,20,4,4,0.5
carteare-gordon-1,carteare-gordon-1,Carte'Are Gordon,6-9,230lb,Forward,2018-19,saint-louis,318,53,17.5,.542,.500,.551,.400,16,16,27,20.7,0.2,37,14,23,0.7
kc-hankton-1,kc-hankton-1,KC Hankton,6-7,205lb,Forward,2018-19,saint-louis,123,22,10.3,.293,.750,.313,.280,9,3,2,18.9,0.1,13,2,1,0.2
demarius-jacobs-1,demarius-jacobs-1,Demarius Jacobs,6-2,175lb,Guard,2018-19,saint-louis,88,8,-2.7,.182,.375,.200,.167,2,6,8,12.9,-0.2,6,3,1,0.1
jack-raboin-1,jack-raboin-1,Jack Raboin,6-6,205lb,Guard,2018-19,saint-louis,3,1,106.2,1.000,,1.000,1.000,1,0,0,33.1,0.1,0,0,0,0.0
brandon-courtney-1,brandon-courtney-1,Brandon Courtney,6-3,175lb,Guard,2018-19,saint-louis,2,0,-23.5,.000,,.000,,0,0,0,24.8,0.0,0,0,0,0.0
ingvi-gudmundsson-1,ingvi-gudmundsson-1,Ingvi Gudmundsson,6-4,180lb,Guard,2018-19,saint-louis,5,1,-18.8,.000,,,.000,0,0,0,19.9,0.0,1,0,0,0.0
elliott-welmer-1,elliott-welmer-1,Elliott Welmer,6-9,220lb,Forward,2018-19,saint-louis,3,0,-64.0,.000,,.000,,0,0,1,49.7,-0.1,0,0,0,0.0
jordan-ford-1,jordan-ford-1,Jordan Ford,6-1,175lb,Guard,2018-19,saint-marys-ca,1255,95,25.4,.489,.800,.527,.412,17,85,65,28.7,5.1,78,43,1,1.5
malik-fitts-1,malik-fitts-1,Malik Fitts,6-8,230lb,Forward,2018-19,saint-marys-ca,1045,257,24.5,.475,.770,.517,.406,61,32,53,25.7,3.5,196,39,7,1.9
tanner-krebs-1,tanner-krebs-1,Tanner Krebs,6-6,205lb,Guard,2018-19,saint-marys-ca,1029,125,12.9,.439,.868,.487,.398,19,26,35,15.7,1.7,106,21,7,1.3
jordan-hunter-2,jordan-hunter-2,Jordan Hunter,6-10,230lb,Center-Forward,2018-19,saint-marys-ca,794,228,23.6,.588,.610,.588,,83,35,38,17.8,2.3,145,25,47,1.6
tommy-kuhse-1,tommy-kuhse-1,Tommy Kuhse,6-2,180lb,Guard,2018-19,saint-marys-ca,907,90,11.7,.421,.830,.456,.340,5,98,55,15.4,0.9,85,27,6,1.2
matthias-tass-1,matthias-tass-1,Matthias Tass,6-10,240lb,Forward,2018-19,saint-marys-ca,502,107,14.8,.495,.667,.516,.250,50,22,30,16.0,0.7,57,17,10,0.8
elijah-thomas-2,elijah-thomas-2,Elijah Thomas,6-5,220lb,Forward,2018-19,saint-marys-ca,486,58,9.9,.420,.556,.660,.246,23,14,22,16.3,0.4,35,15,0,0.6
dan-fotu-1,dan-fotu-1,Dan Fotu,6-7,220lb,Forward,2018-19,saint-marys-ca,468,88,10.4,.395,.688,.367,.412,17,15,17,12.2,0.5,71,8,5,0.7
jock-perry-1,jock-perry-1,Jock Perry,7-1,250lb,Center,2018-19,saint-marys-ca,138,30,13.5,.447,.714,.438,.467,7,4,13,24.8,0.1,23,1,3,0.2
quinn-clinton-1,quinn-clinton-1,Quinn Clinton,6-3,190lb,Guard,2018-19,saint-marys-ca,72,2,7.4,.304,.500,1.000,.273,1,4,1,18.7,0.1,1,0,0,0.0
alex-mudronja-1,alex-mudronja-1,Alex Mudronja,6-5,195lb,Guard,2018-19,saint-marys-ca,77,8,3.2,.400,.375,.625,.143,1,6,11,20.9,-0.2,7,4,1,0.1
kyle-clark-1,kyle-clark-1,Kyle Clark,6-7,220lb,Forward,2018-19,saint-marys-ca,39,3,7.1,.500,.500,.667,.333,0,0,0,9.6,0.1,3,1,0,0.0
dan-sheets-1,dan-sheets-1,Dan Sheets,6-5,205lb,Forward,2018-19,saint-marys-ca,13,1,10.2,1.000,,1.000,,0,0,0,4.2,0.0,1,0,0,0.0
davauhnte-turner-1,davauhnte-turner-1,Davauhnte Turner,6-0,175lb,Guard,2018-19,saint-peters,1148,106,17.9,.411,.794,.461,.351,33,77,80,27.7,2.2,73,33,9,0.7
samuel-idowu-1,samuel-idowu-1,Samuel Idowu,6-7,240lb,Forward,2018-19,saint-peters,789,178,22.0,.532,.773,.575,.347,53,14,56,24.2,1.6,125,12,59,1.1
quinn-taylor-2,quinn-taylor-2,Quinn Taylor,6-4,185lb,Guard,2018-19,saint-peters,1002,178,12.5,.439,.733,.507,.217,58,41,46,15.6,1.1,120,26,6,0.9
kenechukwu-ndefo-1,kenechukwu-ndefo-1,Kenechukwu Ndefo,6-6,190lb,Forward,2018-19,saint-peters,847,154,13.5,.437,.657,.471,.222,39,27,66,19.9,0.0,115,28,56,1.2
dallas-watson-1,dallas-watson-1,Dallas Watson,6-4,175lb,Guard,2018-19,saint-peters,934,70,4.9,.346,.661,.357,.336,7,89,100,19.5,-0.9,63,13,2,0.4
manny-dixon-1,manny-dixon-1,Manny Dixon,6-5,175lb,Guard,2018-19,saint-peters,676,64,9.2,.425,.886,.493,.340,20,13,27,13.2,0.6,44,20,5,0.5
derrick-woods-1,derrick-woods-1,Derrick Woods,6-8,225lb,Forward,2018-19,saint-peters,273,62,13.7,.563,.689,.603,.167,15,2,30,23.0,0.2,47,4,12,0.3
cameron-jones-3,cameron-jones-3,Cameron Jones,6-3,195lb,Guard,2018-19,saint-peters,241,32,14.1,.414,.833,.360,.455,5,17,16,18.0,0.3,27,10,1,0.2
klay-brown-1,klay-brown-1,Klay Brown,6-4,185lb,Guard,2018-19,saint-peters,349,51,6.6,.305,.556,.409,.243,11,15,24,14.3,-0.4,40,19,10,0.5
majur-majak-1,majur-majak-1,Majur Majak,7-1,215lb,Center,2018-19,saint-peters,136,26,8.3,.571,.667,.571,,7,1,11,11.1,-0.1,19,3,13,0.2
mamadou-ndaiye-1,mamadou-ndaiye-1,Mamadou Ndaiye,6-7,210lb,Forward,2018-19,saint-peters,33,3,-3.7,.143,.429,.200,.000,1,0,4,23.6,-0.2,2,3,1,0.1
cameron-underwood-1,cameron-underwood-1,Cameron Underwood,6-6,185lb,Guard,2018-19,saint-peters,43,5,4.3,.500,.500,.500,,2,1,1,6.2,0.0,3,0,1,0.0
amir-hicks-2,amir-hicks-2,Amir Hicks,5-10,155lb,Guard,2018-19,saint-peters,54,2,0.3,.143,,.000,.200,1,4,3,10.1,-0.1,1,1,2,0.0
mikko-johnson-1,mikko-johnson-1,Mikko Johnson,6-2,165lb,Guard,2018-19,saint-peters,0,0,,,,,,0,0,0,,0.0,0,0,0,0.0
cameron-delaney-1,cameron-delaney-1,Cameron Delaney,6-4,205lb,Guard,2018-19,sam-houston-state,1041,181,19.7,.466,.822,.507,.435,52,66,52,19.6,2.9,129,30,15,1.5
kai-mitchell-1,kai-mitchell-1,Kai Mitchell,6-7,245lb,Forward-Center,2018-19,sam-houston-state,789,249,24.8,.548,.682,.552,.250,82,37,54,26.6,2.0,167,34,24,1.6
josh-delaney-1,josh-delaney-1,Josh Delaney,6-0,173lb,Guard,2018-19,sam-houston-state,1004,78,13.7,.366,.848,.392,.349,15,159,72,20.3,1.7,63,26,2,1.0
marcus-harris-1,marcus-harris-1,Marcus Harris,6-0,180lb,Guard,2018-19,sam-houston-state,860,64,10.7,.402,.723,.474,.324,8,74,46,17.6,0.9,56,26,4,1.0
zach-nutall-1,zach-nutall-1,Zach Nutall,6-3,185lb,Guard,2018-19,sam-houston-state,564,107,17.5,.459,.577,.535,.372,33,31,24,19.8,1.0,74,21,10,0.9
chad-bowie-1,chad-bowie-1,Chad Bowie,6-2,180lb,Guard,2018-19,sam-houston-state,596,78,14.6,.414,.767,.462,.351,12,70,60,22.1,0.3,66,48,4,1.2
albert-almanza-1,albert-almanza-1,Albert Almanza,6-6,195lb,Guard-Forward,2018-19,sam-houston-state,721,88,10.7,.374,.871,.443,.339,28,28,20,14.9,1.0,60,20,10,0.9
rj-smith-1,rj-smith-1,R.J. Smith,6-5,220lb,Forward,2018-19,sam-houston-state,502,114,15.4,.431,.732,.427,.439,46,20,23,21.0,1.0,68,11,3,0.7
bubba-furlong-1,bubba-furlong-1,Bubba Furlong,6-9,240lb,Center-Forward,2018-19,sam-houston-state,256,69,16.8,.538,.682,.542,.500,27,9,23,19.4,0.3,42,7,14,0.5
xavier-bryant-1,xavier-bryant-1,Xavier Bryant,6-0,180lb,Guard,2018-19,sam-houston-state,181,21,18.3,.429,.778,.478,.333,2,53,22,18.2,0.3,19,17,0,0.4
chidozie-ndu-1,chidozie-ndu-1,Chidozie Ndu,6-11,225lb,Center-Forward,2018-19,sam-houston-state,102,23,17.1,.733,.556,.733,,5,3,4,13.6,0.2,18,1,8,0.2
zaqwaun-matthews-1,zaqwaun-matthews-1,ZaQwaun Matthews,6-4,185lb,Guard,2018-19,sam-houston-state,106,12,3.3,.290,,.545,.150,2,5,2,15.7,-0.1,10,1,0,0.1
josh-sharkey-1,josh-sharkey-1,Josh Sharkey,5-10,170lb,Guard,2018-19,samford,1168,127,19.5,.444,.750,.488,.309,19,239,165,28.0,1.8,108,86,2,1.6
ruben-guerrero-1,ruben-guerrero-1,Ruben Guerrero,7-0,240lb,Center,2018-19,samford,988,277,23.6,.611,.651,.611,,108,20,67,21.3,2.6,169,19,69,1.4
brandon-austin-1,brandon-austin-1,Brandon Austin,6-5,200lb,Guard,2018-19,samford,1032,147,16.0,.437,.694,.479,.414,17,21,32,19.0,2.1,130,36,6,1.1
myron-gordon-2,myron-gordon-2,Myron Gordon,6-3,180lb,Guard,2018-19,samford,972,78,15.7,.443,.854,.503,.337,13,58,49,20.5,2.1,65,25,8,0.7
robert-allen-4,robert-allen-4,Robert Allen,6-8,200lb,Forward,2018-19,samford,1058,273,15.2,.475,.655,.567,.277,70,49,64,17.2,1.3,203,28,30,1.5
kevion-nolan-1,kevion-nolan-1,Kevion Nolan,6-2,170lb,Guard,2018-19,samford,558,52,15.2,.446,.795,.429,.457,4,41,24,16.9,1.3,48,20,3,0.5
deandre-thomas-2,deandre-thomas-2,Deandre Thomas,6-4,190lb,Guard,2018-19,samford,402,50,11.1,.463,.750,.455,.469,18,16,13,12.2,0.7,32,9,0,0.3
logan-dye-1,logan-dye-1,Logan Dye,6-8,235lb,Forward,2018-19,samford,215,39,9.0,.556,.385,.556,,12,3,21,18.7,-0.1,27,8,6,0.3
stefan-lakic-1,stefan-lakic-1,Stefan Lakic,6-7,220lb,Forward,2018-19,samford,314,54,4.5,.313,.667,.370,.275,6,12,17,13.7,-0.2,48,5,3,0.3
steven-fitzgerald-1,steven-fitzgerald-1,Steven Fitzgerald,6-4,205lb,Guard,2018-19,samford,60,13,2.5,.333,,.600,.143,3,2,5,14.1,-0.1,10,2,0,0.1
jt-mumber-1,jt-mumber-1,JT Mumber,6-7,205lb,Forward,2018-19,samford,8,1,1.4,.500,,.500,,0,0,1,18.6,0.0,1,0,0,0.0
devin-watson-1,devin-watson-1,Devin Watson,6-1,183lb,Guard,2018-19,san-diego-state,1155,106,17.1,.399,.747,.420,.382,13,142,89,25.6,2.4,93,29,0,1.5
jalen-mcdaniels-1,jalen-mcdaniels-1,Jalen McDaniels,6-10,195lb,Forward,2018-19,san-diego-state,1055,281,20.7,.466,.732,.495,.320,67,72,82,28.7,1.8,214,38,16,2.2
matt-mitchell-4,matt-mitchell-4,Matt Mitchell,6-6,240lb,Forward,2018-19,san-diego-state,898,140,12.6,.405,.755,.468,.328,18,61,67,22.5,0.8,122,23,7,1.4
jeremy-hemsley-1,jeremy-hemsley-1,Jeremy Hemsley,6-3,195lb,Guard,2018-19,san-diego-state,1003,100,11.9,.431,.639,.478,.354,17,85,70,18.3,0.6,83,38,16,1.5
jordan-schakel-1,jordan-schakel-1,Jordan Schakel,6-6,200lb,Guard,2018-19,san-diego-state,652,102,15.4,.447,.841,.543,.415,21,30,15,13.7,1.6,81,22,4,1.1
nathan-mensah-1,nathan-mensah-1,Nathan Mensah,6-10,225lb,Forward,2018-19,san-diego-state,644,187,18.9,.541,.708,.541,,80,20,22,14.6,1.6,107,9,39,1.2
aguek-arop-1,aguek-arop-1,Aguek Arop,6-6,220lb,Forward,2018-19,san-diego-state,452,83,12.4,.446,.613,.500,.200,34,30,26,13.9,0.3,49,17,18,0.8
nolan-narain-1,nolan-narain-1,Nolan Narain,6-10,230lb,Forward,2018-19,san-diego-state,381,69,9.7,.500,.409,.548,.286,32,18,22,14.4,0.3,37,8,8,0.6
adam-seiko-1,adam-seiko-1,Adam Seiko,6-3,195lb,Guard,2018-19,san-diego-state,388,31,7.4,.425,.750,.429,.424,3,20,19,9.4,0.3,28,9,1,0.5
